date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2022-06-29,AAPL,2022-07-15,152.5,Put,13.25,13.75,0.2964,-0.9271,0.017,-0.0342,0.0414,-0.0334
2022-06-29,AAPL,2022-07-15,157.5,Call,0.1,0.11,0.3082,0.0308,0.0077,-0.0197,0.0202,0.0018
2022-06-29,AAPL,2022-07-15,157.5,Put,18.1,18.5,0.2904,-0.9823,0.0068,-0.0095,0.0138,-0.0167
2022-06-29,AAPL,2022-07-15,160.0,Call,0.07,0.08,0.3228,0.022,0.0056,-0.0155,0.0153,0.0013
2022-06-29,AAPL,2022-07-15,160.0,Put,20.6,20.95,0.3228,-0.9832,0.0058,-0.0101,0.0126,-0.0172
2022-06-29,AAPL,2022-07-15,165.0,Call,0.03,0.04,0.3447,0.0105,0.0028,-0.0088,0.0081,0.0006
2022-06-29,AAPL,2022-07-15,165.0,Put,25.55,25.95,0.3447,-0.9952,0.003,-0.0033,0.0048,-0.0046
2022-06-29,AAPL,2022-07-15,170.0,Call,0.02,0.05,0.3447,0.0032,0.001,-0.0031,0.0029,0.0002
2022-06-29,AAPL,2022-07-15,170.0,Put,30.55,30.95,0.3447,-1.0,0.0,0.0,0.0,0.0000
2022-06-29,AAPL,2022-07-15,175.0,Call,0.01,0.03,0.3447,0.0009,0.0003,-0.001,0.0009,0.0001
2022-06-29,AAPL,2022-07-15,175.0,Put,35.55,35.95,0.3447,-1.0,0.0,0.0,0.0,0.0000
2022-06-29,AAPL,2022-07-15,180.0,Call,0.01,0.02,0.3447,0.0002,0.0001,-0.0003,0.0002,0.0000
2022-06-29,AAPL,2022-07-15,180.0,Put,40.5,41.0,0.3447,-1.0,0.0,0.0,0.0,0.0000
2022-06-29,AAPL,2022-07-29,95.0,Call,44.15,44.85,0.6655,0.9823,0.0016,-0.0222,0.0174,0.0758
2022-06-29,AAPL,2022-07-29,95.0,Put,0.1,0.13,0.6218,-0.0126,0.0013,-0.0134,0.013,-0.0015
2022-06-29,AAPL,2022-07-29,100.0,Call,39.3,39.85,0.6201,0.9748,0.0024,-0.0273,0.0235,0.0790
2022-06-29,AAPL,2022-07-29,100.0,Put,0.17,0.2,0.5891,-0.0202,0.0021,-0.019,0.0195,-0.0025
2022-06-29,AAPL,2022-07-29,105.0,Call,34.4,35.05,0.5899,0.9607,0.0036,-0.0364,0.0339,0.0814
2022-06-29,AAPL,2022-07-29,105.0,Put,0.28,0.34,0.5625,-0.0332,0.0033,-0.0275,0.0295,-0.0040
2022-06-29,AAPL,2022-07-29,110.0,Call,29.55,30.15,0.5383,0.9463,0.0051,-0.0422,0.0435,0.0837
2022-06-29,AAPL,2022-07-29,110.0,Put,0.45,0.49,0.5272,-0.0504,0.0049,-0.0362,0.0414,-0.0062
2022-06-29,AAPL,2022-07-29,115.0,Call,24.85,25.55,0.5177,0.9145,0.0076,-0.057,0.0624,0.0839
2022-06-29,AAPL,2022-07-29,115.0,Put,0.73,0.77,0.4991,-0.0786,0.0074,-0.0484,0.0586,-0.0096
2022-06-29,AAPL,2022-07-29,120.0,Call,20.35,20.95,0.4871,0.8731,0.0107,-0.0706,0.083,0.0829
2022-06-29,AAPL,2022-07-29,120.0,Put,1.13,1.25,0.4727,-0.1207,0.0106,-0.0626,0.0801,-0.0148
2022-06-29,AAPL,2022-07-29,125.0,Call,16.05,16.55,0.4558,0.8153,0.0147,-0.0839,0.1064,0.0799
2022-06-29,AAPL,2022-07-29,125.0,Put,1.78,1.9,0.4446,-0.1795,0.0148,-0.077,0.1043,-0.0205
2022-06-29,AAPL,2022-07-29,130.0,Call,12.15,12.4,0.4272,0.7353,0.0192,-0.0959,0.1306,0.0740
2022-06-29,AAPL,2022-07-29,130.0,Put,2.83,2.93,0.4233,-0.2633,0.0194,-0.0911,0.1315,-0.0297
2022-06-29,AAPL,2022-07-29,135.0,Call,8.65,9.0,0.4094,0.6291,0.0231,-0.1054,0.1508,0.0647
2022-06-29,AAPL,2022-07-29,135.0,Put,4.3,4.45,0.4025,-0.3699,0.0236,-0.0999,0.1515,-0.0410
2022-06-29,AAPL,2022-07-29,140.0,Call,5.75,5.9,0.3849,0.5054,0.026,-0.1042,0.1592,0.0530
2022-06-29,AAPL,2022-07-29,140.0,Put,6.2,6.5,0.3768,-0.4962,0.0267,-0.0983,0.1594,-0.0536
2022-06-29,AAPL,2022-07-29,145.0,Call,3.45,3.6,0.3647,0.3717,0.026,-0.0933,0.1509,0.0396
2022-06-29,AAPL,2022-07-29,145.0,Put,8.85,9.35,0.3598,-0.6319,0.0265,-0.0881,0.1529,-0.0651
2022-06-29,AAPL,2022-07-29,150.0,Call,1.85,2.0,0.3476,0.2456,0.0227,-0.0738,0.1256,0.0265
2022-06-29,AAPL,2022-07-29,150.0,Put,12.25,12.8,0.3433,-0.7597,0.023,-0.0684,0.1249,-0.0726
2022-06-29,AAPL,2022-07-29,155.0,Call,0.97,1.03,0.3402,0.1487,0.0171,-0.0531,0.0925,0.0162
2022-06-29,AAPL,2022-07-29,155.0,Put,16.35,16.95,0.3395,-0.8552,0.0173,-0.0486,0.096,-0.0729
2022-06-29,AAPL,2022-07-29,160.0,Call,0.47,0.51,0.3363,0.0831,0.0114,-0.0346,0.0611,0.0091
2022-06-29,AAPL,2022-07-29,160.0,Put,20.75,21.45,0.326,-0.9283,0.0112,-0.0269,0.0576,-0.0630
2022-06-29,AAPL,2022-07-29,165.0,Call,0.22,0.25,0.3363,0.0442,0.007,-0.0211,0.0373,0.0049
2022-06-29,AAPL,2022-07-29,165.0,Put,25.55,26.25,0.331,-0.9639,0.0069,-0.0151,0.034,-0.0480
2022-06-29,AAPL,2022-07-29,170.0,Call,0.11,0.14,0.3447,0.0249,0.0042,-0.0135,0.0232,0.0027
2022-06-29,AAPL,2022-07-29,170.0,Put,30.45,31.15,0.3306,-0.9863,0.0039,-0.006,0.0159,-0.0240
2022-06-29,AAPL,2022-07-29,175.0,Call,0.06,0.09,0.3586,0.0152,0.0027,-0.0092,0.0153,0.0017
2022-06-29,AAPL,2022-07-29,175.0,Put,35.5,36.05,0.3586,-0.9911,0.0029,-0.0044,0.0107,-0.0165
2022-06-29,AAPL,2022-07-29,180.0,Call,0.04,0.07,0.3804,0.011,0.0019,-0.0073,0.0115,0.0012
2022-06-29,AAPL,2022-07-29,180.0,Put,40.5,41.05,0.3804,-0.9954,0.0021,-0.0024,0.0063,-0.0057
2022-06-29,AAPL,2022-08-19,95.0,Call,44.45,45.0,0.5963,0.9689,0.0023,-0.0247,0.0399,0.0965
2022-06-29,AAPL,2022-08-19,95.0,Put,0.3,0.32,0.5568,-0.0262,0.0021,-0.0171,0.0316,-0.0055
2022-06-29,AAPL,2022-08-19,100.0,Call,39.65,40.1,0.5608,0.9569,0.0032,-0.0297,0.0486,0.1008
2022-06-29,AAPL,2022-08-19,100.0,Put,0.44,0.48,0.5306,-0.0386,0.003,-0.0225,0.0435,-0.0081
2022-06-29,AAPL,2022-08-19,105.0,Call,34.85,35.35,0.5305,0.9394,0.0045,-0.0362,0.0635,0.1057
2022-06-29,AAPL,2022-08-19,105.0,Put,0.68,0.71,0.5084,-0.0572,0.0043,-0.0294,0.0596,-0.0121
2022-06-29,AAPL,2022-08-19,110.0,Call,30.15,30.7,0.5026,0.9146,0.0061,-0.0438,0.081,0.1097
2022-06-29,AAPL,2022-08-19,110.0,Put,0.98,1.03,0.4832,-0.0816,0.006,-0.0368,0.0784,-0.0173
2022-06-29,AAPL,2022-08-19,115.0,Call,25.6,26.1,0.4735,0.8823,0.0082,-0.0515,0.1043,0.1115
2022-06-29,AAPL,2022-08-19,115.0,Put,1.43,1.47,0.4596,-0.1154,0.0082,-0.045,0.1011,-0.0244
2022-06-29,AAPL,2022-08-19,120.0,Call,21.25,21.75,0.4505,0.8366,0.0107,-0.0605,0.1303,0.1119
2022-06-29,AAPL,2022-08-19,120.0,Put,2.06,2.12,0.4379,-0.1611,0.0108,-0.0541,0.1326,-0.0318
2022-06-29,AAPL,2022-08-19,125.0,Call,17.1,17.65,0.4271,0.7779,0.0136,-0.0685,0.1559,0.1102
2022-06-29,AAPL,2022-08-19,125.0,Put,2.96,3.05,0.4185,-0.2218,0.0137,-0.0627,0.1576,-0.0435
2022-06-29,AAPL,2022-08-19,130.0,Call,13.35,13.75,0.4042,0.7043,0.0167,-0.0747,0.1789,0.1054
2022-06-29,AAPL,2022-08-19,130.0,Put,4.15,4.25,0.3974,-0.2966,0.0168,-0.069,0.1799,-0.0578
2022-06-29,AAPL,2022-08-19,135.0,Call,10.05,10.3,0.386,0.6145,0.0193,-0.0784,0.1988,0.0962
2022-06-29,AAPL,2022-08-19,135.0,Put,5.7,5.85,0.3768,-0.387,0.0197,-0.0722,0.1973,-0.0745
2022-06-29,AAPL,2022-08-19,140.0,Call,7.2,7.35,0.3678,0.5126,0.0211,-0.0773,0.2073,0.0839
2022-06-29,AAPL,2022-08-19,140.0,Put,7.8,7.95,0.3588,-0.491,0.0215,-0.0711,0.2075,-0.0934
2022-06-29,AAPL,2022-08-19,145.0,Call,4.85,4.95,0.3511,0.4042,0.0214,-0.0714,0.1995,0.0685
2022-06-29,AAPL,2022-08-19,145.0,Put,10.3,10.65,0.3403,-0.6026,0.022,-0.0645,0.1994,-0.1128
2022-06-29,AAPL,2022-08-19,150.0,Call,3.05,3.15,0.3369,0.2983,0.02,-0.0611,0.1831,0.0522
2022-06-29,AAPL,2022-08-19,150.0,Put,13.55,13.9,0.3272,-0.7103,0.0203,-0.0542,0.175,-0.1308
2022-06-29,AAPL,2022-08-19,155.0,Call,1.85,1.9,0.3274,0.2068,0.0169,-0.0487,0.1538,0.0371
2022-06-29,AAPL,2022-08-19,155.0,Put,17.35,17.65,0.3155,-0.805,0.017,-0.0409,0.1439,-0.1460
2022-06-29,AAPL,2022-08-19,160.0,Call,1.07,1.1,0.3209,0.1355,0.0131,-0.0361,0.1131,0.0248
2022-06-29,AAPL,2022-08-19,160.0,Put,21.45,21.9,0.3012,-0.8831,0.0127,-0.0262,0.1022,-0.1578
2022-06-29,AAPL,2022-08-19,165.0,Call,0.6,0.66,0.3197,0.0865,0.0095,-0.026,0.0819,0.0159
2022-06-29,AAPL,2022-08-19,165.0,Put,26.0,26.45,0.2919,-0.9357,0.0084,-0.0143,0.0677,-0.1640
2022-06-29,AAPL,2022-08-19,170.0,Call,0.34,0.39,0.3208,0.0541,0.0066,-0.0182,0.057,0.0100
2022-06-29,AAPL,2022-08-19,170.0,Put,30.75,31.2,0.2796,-0.9703,0.0047,-0.0049,0.0387,-0.1528
2022-06-29,AAPL,2022-08-19,175.0,Call,0.2,0.22,0.3229,0.0332,0.0044,-0.0123,0.0385,0.0062
2022-06-29,AAPL,2022-08-19,175.0,Put,35.6,36.05,0.2321,-0.996,0.001,0.0,0.0073,-0.0555
2022-06-29,AAPL,2022-08-19,180.0,Call,0.12,0.14,0.3293,0.0214,0.003,-0.0087,0.0266,0.0040
2022-06-29,AAPL,2022-08-19,180.0,Put,40.55,41.0,0.3293,-0.98,0.0029,-0.003,0.0279,-0.1388
2023-02-01,AAPL,2023-02-17,100.0,Call,44.4,46.5,0.714,0.9975,0.0006,-0.0208,0.0026,0.0183
2023-02-01,AAPL,2023-02-17,100.0,Put,0.03,0.04,0.714,-0.0049,0.0007,-0.0095,0.0043,-0.0003
2023-02-01,AAPL,2023-02-17,105.0,Call,38.45,42.3,0.6393,0.9962,0.0009,-0.0235,0.0039,0.0271
2023-02-01,AAPL,2023-02-17,105.0,Put,0.03,0.05,0.6393,-0.0061,0.0009,-0.0104,0.0053,-0.0004
2023-02-01,AAPL,2023-02-17,110.0,Call,33.55,37.45,0.6001,0.9907,0.0017,-0.0314,0.0084,0.0402
2023-02-01,AAPL,2023-02-17,110.0,Put,0.06,0.07,0.5922,-0.0102,0.0015,-0.0151,0.0083,-0.0007
2023-02-01,AAPL,2023-02-17,115.0,Call,28.6,32.4,0.5075,0.9897,0.0021,-0.0299,0.009,0.0452
2023-02-01,AAPL,2023-02-17,115.0,Put,0.09,0.11,0.5405,-0.0164,0.0025,-0.0206,0.0124,-0.0011
2023-02-01,AAPL,2023-02-17,116.0,Call,27.55,31.55,0.5344,0.9813,0.0028,-0.0376,0.0139,0.0495
2023-02-01,AAPL,2023-02-17,116.0,Put,0.1,0.12,0.5308,-0.0181,0.0028,-0.0221,0.0135,-0.0012
2023-02-01,AAPL,2023-02-17,120.0,Call,24.55,27.15,0.5874,0.9483,0.0059,-0.0733,0.0322,0.0490
2023-02-01,AAPL,2023-02-17,120.0,Put,0.16,0.18,0.4962,-0.0283,0.0043,-0.03,0.0197,-0.0019
2023-02-01,AAPL,2023-02-17,124.0,Call,20.15,23.0,0.4014,0.9741,0.0049,-0.0382,0.0183,0.0525
2023-02-01,AAPL,2023-02-17,124.0,Put,0.23,0.27,0.4565,-0.0427,0.0065,-0.0386,0.0276,-0.0028
2023-02-01,AAPL,2023-02-17,127.0,Call,18.5,20.35,0.5601,0.8884,0.0112,-0.115,0.0577,0.0480
2023-02-01,AAPL,2023-02-17,127.0,Put,0.36,0.38,0.4356,-0.062,0.0093,-0.0495,0.0381,-0.0039
2023-02-01,AAPL,2023-02-17,131.0,Call,14.75,15.85,0.445,0.8797,0.0148,-0.099,0.0609,0.0493
2023-02-01,AAPL,2023-02-17,131.0,Put,0.6,0.64,0.4077,-0.1016,0.0143,-0.0668,0.054,-0.0067
2023-02-01,AAPL,2023-02-17,134.0,Call,12.1,13.15,0.4204,0.8363,0.0193,-0.1125,0.0751,0.0477
2023-02-01,AAPL,2023-02-17,134.0,Put,0.93,0.98,0.3927,-0.1488,0.0195,-0.0842,0.0723,-0.0092
2023-02-01,AAPL,2023-02-17,137.0,Call,9.7,10.75,0.4122,0.7706,0.0243,-0.1321,0.0937,0.0446
2023-02-01,AAPL,2023-02-17,137.0,Put,1.42,1.48,0.3789,-0.213,0.0254,-0.1012,0.0873,-0.0129
2023-02-01,AAPL,2023-02-17,140.0,Call,7.5,8.0,0.3767,0.7012,0.0304,-0.1366,0.1062,0.0413
2023-02-01,AAPL,2023-02-17,140.0,Put,2.16,2.21,0.3683,-0.2965,0.0311,-0.1163,0.1063,-0.0177
2023-02-01,AAPL,2023-02-17,143.0,Call,5.65,5.8,0.3634,0.6047,0.035,-0.1441,0.118,0.0360
2023-02-01,AAPL,2023-02-17,143.0,Put,3.15,3.25,0.3592,-0.3965,0.0357,-0.1254,0.1173,-0.0230
2023-02-01,AAPL,2023-02-17,145.0,Call,4.5,4.6,0.3549,0.533,0.037,-0.1439,0.1209,0.0320
2023-02-01,AAPL,2023-02-17,145.0,Put,4.0,4.1,0.3529,-0.4697,0.0376,-0.126,0.1208,-0.0267
2023-02-01,AAPL,2023-02-17,148.0,Call,3.05,3.15,0.3458,0.4208,0.0373,-0.1363,0.1194,0.0255
2023-02-01,AAPL,2023-02-17,148.0,Put,5.5,5.65,0.3413,-0.5848,0.0383,-0.1174,0.119,-0.0317
2023-02-01,AAPL,2023-02-17,150.0,Call,2.27,2.33,0.3382,0.3461,0.036,-0.1251,0.1127,0.0211
2023-02-01,AAPL,2023-02-17,150.0,Put,6.25,7.05,0.3217,-0.6685,0.0382,-0.101,0.1118,-0.0341
2023-02-01,AAPL,2023-02-17,155.0,Call,0.97,1.02,0.3282,0.1872,0.027,-0.0874,0.0818,0.0115
2023-02-01,AAPL,2023-02-17,155.0,Put,9.9,12.2,0.3864,-0.778,0.0264,-0.0983,0.0914,-0.0370
2023-02-01,AAPL,2023-02-17,157.5,Call,0.62,0.65,0.3276,0.1309,0.0214,-0.0685,0.0646,0.0081
2023-02-01,AAPL,2023-02-17,157.5,Put,11.75,14.0,0.3526,-0.8606,0.0226,-0.0636,0.0706,-0.0345
2023-02-01,AAPL,2023-02-17,160.0,Call,0.4,0.42,0.3307,0.0904,0.0162,-0.0528,0.0495,0.0056
2023-02-01,AAPL,2023-02-17,160.0,Put,14.2,17.1,0.4387,-0.8463,0.0189,-0.0873,0.0724,-0.0373
2023-02-01,AAPL,2023-02-17,162.5,Call,0.26,0.28,0.3365,0.0625,0.012,-0.0405,0.0374,0.0039
2023-02-01,AAPL,2023-02-17,162.5,Put,16.7,19.5,0.4774,-0.8621,0.0162,-0.0884,0.0657,-0.0374
2023-02-01,AAPL,2023-02-17,167.5,Call,0.12,0.14,0.3552,0.0317,0.0066,-0.0246,0.0216,0.0020
2023-02-01,AAPL,2023-02-17,167.5,Put,20.05,24.3,0.3552,-0.9827,0.006,-0.0008,0.0143,-0.0159
2023-02-01,AAPL,2023-02-17,170.0,Call,0.08,0.1,0.3638,0.0224,0.0048,-0.0188,0.0162,0.0014
2023-02-01,AAPL,2023-02-17,170.0,Put,22.55,26.7,0.3638,-0.9904,0.0038,0.0,0.0083,-0.0136
2023-02-01,AAPL,2023-02-17,175.0,Call,0.05,0.06,0.3918,0.0135,0.0029,-0.0131,0.0105,0.0008
2023-02-01,AAPL,2023-02-17,175.0,Put,27.85,31.8,0.4641,-0.9797,0.0049,-0.0086,0.0158,-0.0191
2023-02-01,AAPL,2023-02-17,180.0,Call,0.02,0.05,0.3918,0.0053,0.0013,-0.0058,0.0046,0.0003
2023-02-01,AAPL,2023-02-17,180.0,Put,32.75,36.65,0.4641,-0.9937,0.0021,0.0,0.006,-0.0131
2023-02-01,AAPL,2023-02-17,185.0,Call,0.01,0.04,0.3918,0.0019,0.0005,-0.0023,0.0019,0.0001
2023-02-01,AAPL,2023-02-17,185.0,Put,37.75,41.4,0.4641,-0.9987,0.0006,0.0,0.0014,-0.0106
2023-02-01,AAPL,2023-02-17,190.0,Call,0.01,0.02,0.3918,0.0007,0.0002,-0.0009,0.0007,0.0000
2023-02-01,AAPL,2023-02-17,190.0,Put,42.7,46.7,0.4641,-0.9998,0.0001,0.0,0.0002,-0.0102
2023-02-01,AAPL,2023-03-03,100.0,Call,43.8,47.5,0.5697,0.9915,0.001,-0.0216,0.0096,0.0808
2023-02-01,AAPL,2023-03-03,100.0,Put,0.04,0.07,0.5524,-0.007,0.0008,-0.0073,0.0081,-0.0009
2023-02-01,AAPL,2023-03-03,105.0,Call,38.6,42.45,0.5204,0.9885,0.0014,-0.0239,0.0125,0.0845
2023-02-01,AAPL,2023-03-03,105.0,Put,0.08,0.1,0.5204,-0.0115,0.0014,-0.0107,0.0125,-0.0014
2023-02-01,AAPL,2023-03-03,110.0,Call,33.7,37.15,0.4771,0.9833,0.0021,-0.0273,0.0173,0.0879
2023-02-01,AAPL,2023-03-03,110.0,Put,0.1,0.15,0.4771,-0.0167,0.0021,-0.0134,0.0173,-0.0021
2023-02-01,AAPL,2023-03-03,115.0,Call,29.5,32.7,0.5216,0.9515,0.0046,-0.05,0.0419,0.0880
2023-02-01,AAPL,2023-03-03,115.0,Put,0.2,0.3,0.462,-0.0318,0.0037,-0.0222,0.0297,-0.0040
2023-02-01,AAPL,2023-03-03,120.0,Call,24.6,27.9,0.4707,0.9343,0.0065,-0.0556,0.0532,0.0899
2023-02-01,AAPL,2023-03-03,120.0,Put,0.32,0.34,0.4136,-0.0447,0.0055,-0.0262,0.0392,-0.0056
2023-02-01,AAPL,2023-03-03,124.0,Call,21.7,23.1,0.4295,0.9154,0.0087,-0.0602,0.0646,0.0908
2023-02-01,AAPL,2023-03-03,124.0,Put,0.48,0.57,0.3954,-0.0691,0.0081,-0.0351,0.0553,-0.0087
2023-02-01,AAPL,2023-03-03,127.0,Call,17.9,21.4,0.4129,0.8893,0.011,-0.068,0.0786,0.0900
2023-02-01,AAPL,2023-03-03,127.0,Put,0.66,0.78,0.379,-0.0932,0.0106,-0.0422,0.0681,-0.0109
2023-02-01,AAPL,2023-03-03,131.0,Call,15.4,16.7,0.3856,0.8466,0.0148,-0.0771,0.0969,0.0879
2023-02-01,AAPL,2023-03-03,131.0,Put,1.04,1.59,0.3811,-0.1517,0.0149,-0.0596,0.0971,-0.0176
2023-02-01,AAPL,2023-03-03,134.0,Call,12.9,14.85,0.4011,0.7849,0.0175,-0.094,0.1217,0.0822
2023-02-01,AAPL,2023-03-03,134.0,Put,1.31,1.62,0.3399,-0.1818,0.0188,-0.0592,0.1081,-0.0208
2023-02-01,AAPL,2023-03-03,137.0,Call,10.5,12.1,0.3694,0.7383,0.0212,-0.0959,0.1356,0.0789
2023-02-01,AAPL,2023-03-03,137.0,Put,1.9,2.25,0.3308,-0.2433,0.023,-0.0679,0.1302,-0.0274
2023-02-01,AAPL,2023-03-03,140.0,Call,7.55,9.35,0.312,0.6898,0.0273,-0.0884,0.1468,0.0755
2023-02-01,AAPL,2023-03-03,140.0,Put,2.62,3.15,0.3221,-0.3172,0.0269,-0.0745,0.1508,-0.0349
2023-02-01,AAPL,2023-03-03,143.0,Call,6.3,7.0,0.3137,0.6014,0.0297,-0.0946,0.1614,0.0665
2023-02-01,AAPL,2023-03-03,143.0,Put,3.85,4.3,0.3223,-0.404,0.0293,-0.08,0.1615,-0.0435
2023-02-01,AAPL,2023-03-03,145.0,Call,5.4,5.55,0.3073,0.5409,0.0312,-0.0943,0.1652,0.0602
2023-02-01,AAPL,2023-03-03,145.0,Put,4.35,5.25,0.3096,-0.4639,0.0315,-0.0779,0.1651,-0.0487
2023-02-01,AAPL,2023-03-03,148.0,Call,3.5,4.4,0.298,0.4456,0.032,-0.0898,0.1636,0.0501
2023-02-01,AAPL,2023-03-03,148.0,Put,5.65,6.95,0.3014,-0.5602,0.0324,-0.0738,0.1629,-0.0560
2023-02-01,AAPL,2023-03-03,150.0,Call,2.78,3.15,0.2842,0.3776,0.0321,-0.0815,0.1582,0.0426
2023-02-01,AAPL,2023-03-03,150.0,Put,6.75,8.2,0.2971,-0.6246,0.0319,-0.0688,0.1592,-0.0599
2023-02-01,AAPL,2023-03-03,155.0,Call,1.38,1.57,0.2754,0.2294,0.0265,-0.0622,0.1244,0.0263
2023-02-01,AAPL,2023-03-03,155.0,Put,9.9,12.25,0.2957,-0.7666,0.0269,-0.0524,0.1286,-0.0633
2023-02-01,AAPL,2023-03-03,157.5,Call,0.93,1.08,0.2732,0.1705,0.0224,-0.0512,0.1041,0.0197
2023-02-01,AAPL,2023-03-03,157.5,Put,12.0,14.3,0.2987,-0.8221,0.0234,-0.0436,0.1077,-0.0613
2023-02-01,AAPL,2023-03-03,160.0,Call,0.65,0.73,0.2743,0.1257,0.0181,-0.0416,0.086,0.0144
2023-02-01,AAPL,2023-03-03,160.0,Put,14.15,15.75,0.2481,-0.9288,0.0193,-0.0153,0.057,-0.0391
2023-02-01,AAPL,2023-03-03,162.5,Call,0.27,0.5,0.2629,0.08,0.0136,-0.0285,0.0619,0.0092
2023-02-01,AAPL,2023-03-03,162.5,Put,15.1,18.75,0.2629,-0.9504,0.0151,-0.0104,0.0448,-0.0327
2023-02-01,AAPL,2023-03-03,165.0,Call,0.31,0.34,0.2796,0.0658,0.011,-0.026,0.0533,0.0076
2023-02-01,AAPL,2023-03-03,165.0,Put,18.1,21.95,0.3201,-0.9271,0.0141,-0.022,0.06,-0.0449
2023-02-01,AAPL,2023-03-03,170.0,Call,0.15,0.17,0.289,0.0347,0.0064,-0.016,0.0319,0.0040
2023-02-01,AAPL,2023-03-03,170.0,Put,22.85,26.8,0.3212,-0.9746,0.0081,-0.003,0.0266,-0.0252
2023-02-01,AAPL,2023-03-03,175.0,Call,0.08,0.11,0.3064,0.0208,0.0039,-0.011,0.0208,0.0024
2023-02-01,AAPL,2023-03-03,175.0,Put,27.8,31.35,0.3064,-0.9984,0.001,0.0,0.0028,-0.0102
2023-02-01,AAPL,2023-03-03,180.0,Call,0.05,0.07,0.3244,0.0131,0.0025,-0.0078,0.014,0.0015
2023-02-01,AAPL,2023-03-03,180.0,Put,32.75,36.65,0.3244,-0.9998,0.0002,0.0,0.0005,-0.0092
2023-02-01,AAPL,2023-03-03,185.0,Call,0.04,0.05,0.3474,0.0095,0.0018,-0.0063,0.0106,0.0011
2023-02-01,AAPL,2023-03-03,185.0,Put,37.7,41.3,0.3474,-1.0,0.0,0.0,0.0002,-0.0092
2023-02-01,AAPL,2023-03-03,190.0,Call,0.02,0.04,0.3474,0.0045,0.0009,-0.0032,0.0055,0.0005
2023-02-01,AAPL,2023-03-03,190.0,Put,43.0,46.3,0.3474,-1.0,0.0,0.0,0.0,-0.0094
2023-02-01,AAPL,2023-03-17,100.0,Call,45.45,46.6,0.5754,0.977,0.0019,-0.0302,0.0274,0.1154
2023-02-01,AAPL,2023-03-17,100.0,Put,0.1,0.12,0.5019,-0.0119,0.0012,-0.0087,0.0156,-0.0022
2023-02-01,AAPL,2023-03-17,105.0,Call,40.55,41.65,0.5259,0.9712,0.0025,-0.0326,0.0332,0.1203
2023-02-01,AAPL,2023-03-17,105.0,Put,0.16,0.17,0.4721,-0.0181,0.0019,-0.0117,0.0224,-0.0034
2023-02-01,AAPL,2023-03-17,110.0,Call,35.65,37.4,0.547,0.9438,0.0041,-0.0483,0.057,0.1210
2023-02-01,AAPL,2023-03-17,110.0,Put,0.24,0.26,0.4437,-0.0276,0.0028,-0.0156,0.032,-0.0051
2023-02-01,AAPL,2023-03-17,115.0,Call,29.5,32.6,0.3718,0.9723,0.0034,-0.0276,0.0321,0.1326
2023-02-01,AAPL,2023-03-17,115.0,Put,0.36,0.39,0.415,-0.0418,0.0043,-0.0204,0.045,-0.0078
2023-02-01,AAPL,2023-03-17,120.0,Call,26.1,27.15,0.4153,0.9241,0.0068,-0.0477,0.0719,0.1295
2023-02-01,AAPL,2023-03-17,120.0,Put,0.57,0.6,0.3902,-0.0647,0.0064,-0.027,0.0636,-0.0120
2023-02-01,AAPL,2023-03-17,125.0,Call,20.75,22.45,0.3409,0.9153,0.0091,-0.0446,0.0799,0.1341
2023-02-01,AAPL,2023-03-17,125.0,Put,0.88,0.94,0.3655,-0.099,0.0095,-0.0348,0.091,-0.0170
2023-02-01,AAPL,2023-03-17,130.0,Call,17.05,17.5,0.3368,0.8539,0.0135,-0.058,0.1152,0.1286
2023-02-01,AAPL,2023-03-17,130.0,Put,1.41,1.48,0.3443,-0.1519,0.0137,-0.0438,0.1186,-0.0257
2023-02-01,AAPL,2023-03-17,135.0,Call,12.95,13.95,0.34,0.7656,0.018,-0.0725,0.1519,0.1179
2023-02-01,AAPL,2023-03-17,135.0,Put,2.27,2.35,0.3265,-0.229,0.0186,-0.0528,0.152,-0.0379
2023-02-01,AAPL,2023-03-17,140.0,Call,9.5,9.65,0.311,0.6714,0.0232,-0.0759,0.1817,0.1061
2023-02-01,AAPL,2023-03-17,140.0,Put,3.55,3.65,0.3096,-0.3318,0.0236,-0.0589,0.1822,-0.0532
2023-02-01,AAPL,2023-03-17,145.0,Call,6.4,6.5,0.2961,0.5474,0.0267,-0.0768,0.1996,0.0883
2023-02-01,AAPL,2023-03-17,145.0,Put,5.45,5.55,0.2961,-0.4591,0.0273,-0.06,0.1994,-0.0699
2023-02-01,AAPL,2023-03-17,150.0,Call,3.9,4.0,0.2803,0.4095,0.0276,-0.0698,0.1949,0.0672
2023-02-01,AAPL,2023-03-17,150.0,Put,7.95,8.1,0.2806,-0.6015,0.0286,-0.0529,0.1928,-0.0837
2023-02-01,AAPL,2023-03-17,155.0,Call,2.19,2.25,0.2699,0.2773,0.0246,-0.0567,0.1688,0.0458
2023-02-01,AAPL,2023-03-17,155.0,Put,10.4,11.7,0.2514,-0.7605,0.0276,-0.0348,0.1549,-0.0858
2023-02-01,AAPL,2023-03-17,160.0,Call,1.13,1.17,0.2629,0.1688,0.0191,-0.041,0.1286,0.0284
2023-02-01,AAPL,2023-03-17,160.0,Put,14.2,15.7,0.2177,-0.9233,0.0218,-0.0109,0.0742,-0.0499
